Zeitstempel;Maschine_ID;Temperatur;Druck;Gewicht;Laenge;Breite;Hoehe;Energieverbrauch;Status;Fehlercode
11.11.2024-09:57:34;F_VG002;84.5;2.51;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-09:57:48;F_VG002;84.7;2.44;161.8;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-09:58:02;F_VG002;85.0;2.56;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-09:58:16;F_VG002;84.8;2.51;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-09:58:30;F_VG002;84.8;2.49;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-09:58:44;F_VG002;84.7;2.45;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-09:58:58;F_VG002;85.0;2.45;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-09:59:12;F_VG002;85.1;2.45;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-09:59:26;F_VG002;85.1;2.47;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-09:59:40;F_VG002;84.8;2.55;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-09:59:54;F_VG002;85.0;2.59;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:00:08;F_VG002;85.4;2.45;162.1;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-10:00:22;F_VG002;85.3;2.45;161.9;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-10:00:36;F_VG002;84.5;2.52;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:00:50;F_VG002;85.3;2.55;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-10:01:04;F_VG002;85.0;2.57;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:01:18;F_VG002;85.1;2.58;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:01:32;F_VG002;84.9;2.5;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:01:46;F_VG002;85.5;2.52;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:02:00;F_VG002;85.6;2.49;162.1;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-10:02:14;F_VG002;85.2;2.49;161.9;34.1;49.9;25.1;5.0;Aktiv;
11.11.2024-10:02:28;F_VG002;85.2;2.47;162.0;34.0;50.0;25.2;5.0;Aktiv;
11.11.2024-10:02:42;F_VG002;85.4;2.49;162.2;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:02:56;F_VG002;85.1;2.51;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:03:10;F_VG002;84.8;2.41;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:03:24;F_VG002;85.1;2.52;162.1;34.1;49.9;25.0;5.0;Aktiv;
11.11.2024-10:03:38;F_VG002;84.8;2.58;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:03:52;F_VG002;85.2;2.4;162.2;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-10:04:06;F_VG002;85.0;2.5;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:04:20;F_VG002;85.7;2.48;162.0;34.1;49.9;25.0;5.0;Aktiv;
11.11.2024-10:04:34;F_VG002;85.3;2.57;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:04:48;F_VG002;85.1;2.43;161.9;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-10:05:02;F_VG002;85.2;2.49;162.0;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-10:05:16;F_VG002;84.4;2.42;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:05:30;F_VG002;84.4;2.45;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:05:44;F_VG002;85.2;2.52;162.2;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:05:58;F_VG002;85.3;2.5;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-10:06:12;F_VG002;84.5;2.45;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:06:26;F_VG002;85.2;2.43;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-10:06:40;F_VG002;84.8;2.4;161.9;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-10:06:54;F_VG002;84.7;2.48;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:07:08;F_VG002;85.6;2.5;162.1;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-10:07:22;F_VG002;85.3;2.55;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:07:36;F_VG002;85.5;2.43;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:07:50;F_VG002;85.1;2.52;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:08:04;F_VG002;84.8;2.54;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:08:18;F_VG002;85.4;2.47;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:08:32;F_VG002;85.3;2.5;162.0;33.9;50.0;24.8;5.0;Aktiv;
11.11.2024-10:08:46;F_VG002;84.9;2.52;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-10:09:00;F_VG002;84.9;2.43;162.1;34.1;50.1;24.9;5.0;Aktiv;
11.11.2024-10:09:14;F_VG002;85.5;2.48;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:09:28;F_VG002;85.0;2.45;162.2;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:09:42;F_VG002;85.0;2.54;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:09:56;F_VG002;85.0;2.45;161.9;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-10:10:10;F_VG002;85.0;2.53;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:10:24;F_VG002;84.9;2.52;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:10:38;F_VG002;85.2;2.48;162.0;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-10:10:52;F_VG002;84.8;2.45;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:11:06;F_VG002;85.3;2.52;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:11:20;F_VG002;84.5;2.47;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-10:11:34;F_VG002;85.3;2.48;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:11:48;F_VG002;85.3;2.56;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:12:02;F_VG002;84.7;2.57;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:12:16;F_VG002;85.1;2.41;162.0;34.1;50.0;24.8;5.0;Aktiv;
11.11.2024-10:12:30;F_VG002;84.5;2.56;161.9;34.1;50.0;24.8;5.0;Aktiv;
11.11.2024-10:12:44;F_VG002;85.1;2.49;161.8;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:12:58;F_VG002;85.1;2.56;162.2;34.2;50.0;25.0;5.0;Aktiv;
11.11.2024-10:13:12;F_VG002;85.4;2.46;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:13:26;F_VG002;85.4;2.48;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:13:40;F_VG002;98.6;2.48;165.0;35.5;49.9;25.1;5.0;Aktiv;F04
11.11.2024-10:13:54;F_VG002;98.6;2.53;165.0;35.5;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:14:08;F_VG002;98.9;2.48;165.1;35.5;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:14:22;F_VG002;99.2;2.57;165.0;35.4;50.0;25.1;5.0;Aktiv;F04
11.11.2024-10:14:36;F_VG002;99.1;2.46;165.0;35.5;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:14:50;F_VG002;99.1;2.49;165.1;35.6;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:15:04;F_VG002;99.2;2.47;165.0;35.5;50.0;24.9;5.0;Aktiv;F04
11.11.2024-10:15:18;F_VG002;99.0;2.42;165.2;35.4;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:15:32;F_VG002;99.6;2.52;165.1;35.5;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:15:46;F_VG002;98.3;2.51;165.0;35.6;50.0;24.9;5.0;Aktiv;F04
11.11.2024-10:16:00;F_VG002;98.9;2.44;165.1;35.5;50.0;25.1;5.0;Aktiv;F04
11.11.2024-10:16:14;F_VG002;98.8;2.57;165.1;35.6;50.0;25.1;5.0;Aktiv;F04
11.11.2024-10:16:28;F_VG002;98.8;2.49;165.0;35.5;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:16:42;F_VG002;99.1;2.52;165.1;35.6;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:16:56;F_VG002;98.9;2.49;164.9;35.4;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:17:10;F_VG002;99.2;2.49;165.0;35.5;50.0;24.9;5.0;Aktiv;F04
11.11.2024-10:17:24;F_VG002;99.1;2.51;165.0;35.5;49.9;24.9;5.0;Aktiv;F04
11.11.2024-10:17:38;F_VG002;99.1;2.54;165.0;35.5;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:17:52;F_VG002;99.2;2.43;165.1;35.5;50.0;25.1;5.0;Aktiv;F04
11.11.2024-10:18:06;F_VG002;99.4;2.46;165.0;35.5;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:18:20;F_VG002;99.2;2.49;165.0;35.5;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:18:34;F_VG002;98.6;2.48;165.0;35.5;50.0;24.9;5.0;Aktiv;F04
11.11.2024-10:18:48;F_VG002;99.3;2.4;165.1;35.6;50.0;25.1;5.0;Aktiv;F04
11.11.2024-10:19:02;F_VG002;99.5;2.52;164.9;35.5;50.0;24.9;5.0;Aktiv;F04
11.11.2024-10:19:16;F_VG002;98.8;2.48;165.2;35.5;50.0;24.9;5.0;Aktiv;F04
11.11.2024-10:19:30;F_VG002;99.5;2.53;165.1;35.6;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:19:44;F_VG002;99.3;2.53;164.9;35.3;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:19:58;F_VG002;99.1;2.53;164.9;35.6;50.0;24.9;5.0;Aktiv;F04
11.11.2024-10:20:12;F_VG002;98.3;2.55;165.1;35.7;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:20:26;F_VG002;98.6;2.6;165.1;35.5;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:20:40;F_VG002;99.0;2.56;165.0;35.5;50.0;24.9;5.0;Aktiv;F04
11.11.2024-10:20:54;F_VG002;99.1;2.6;164.9;35.5;50.0;25.1;5.0;Aktiv;F04
11.11.2024-10:21:08;F_VG002;98.9;2.46;164.9;35.5;50.0;24.9;5.0;Aktiv;F04
11.11.2024-10:21:22;F_VG002;98.9;2.46;165.0;35.5;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:21:36;F_VG002;99.7;2.44;165.2;35.5;49.9;25.0;5.0;Aktiv;F04
11.11.2024-10:21:50;F_VG002;99.0;2.51;165.0;35.6;50.0;25.1;5.0;Aktiv;F04
11.11.2024-10:22:04;F_VG002;99.0;2.43;165.1;35.4;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:22:18;F_VG002;99.0;2.42;165.0;35.6;50.0;24.9;5.0;Aktiv;F04
11.11.2024-10:22:32;F_VG002;98.9;2.4;165.0;35.6;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:22:46;F_VG002;98.9;2.52;165.0;35.5;50.0;24.9;5.0;Aktiv;F04
11.11.2024-10:23:00;F_VG002;99.1;2.49;165.1;35.4;50.0;25.0;5.0;Aktiv;F04
11.11.2024-10:23:14;F_VG002;85.1;2.56;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:23:28;F_VG002;85.5;2.43;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:23:42;F_VG002;84.5;2.59;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-10:23:56;F_VG002;85.0;2.44;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:24:10;F_VG002;85.2;2.4;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:24:24;F_VG002;85.6;2.49;161.9;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-10:24:38;F_VG002;84.5;2.53;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-10:24:52;F_VG002;84.8;2.46;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:25:06;F_VG002;85.3;2.6;162.0;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-10:25:20;F_VG002;85.7;2.54;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:25:34;F_VG002;84.8;2.5;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:25:48;F_VG002;85.3;2.47;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:26:02;F_VG002;84.9;2.4;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-10:26:16;F_VG002;84.7;2.46;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:26:30;F_VG002;85.2;2.6;162.0;33.8;50.1;25.0;5.0;Aktiv;
11.11.2024-10:26:44;F_VG002;84.8;2.49;161.9;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-10:26:58;F_VG002;84.9;2.46;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:27:12;F_VG002;85.0;2.52;162.0;34.0;50.0;24.8;5.0;Aktiv;
11.11.2024-10:27:26;F_VG002;85.0;2.4;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-10:27:40;F_VG002;85.0;2.55;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:27:54;F_VG002;84.5;2.49;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:28:08;F_VG002;85.2;2.54;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:28:22;F_VG002;84.3;2.6;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:28:36;F_VG002;85.3;2.54;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:28:50;F_VG002;85.1;2.49;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-10:29:04;F_VG002;84.8;2.53;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:29:18;F_VG002;85.3;2.59;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:29:32;F_VG002;85.0;2.44;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:29:46;F_VG002;84.8;2.46;161.9;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-10:30:00;F_VG002;85.1;2.49;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:30:14;F_VG002;85.3;2.45;162.0;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-10:30:28;F_VG002;84.5;2.51;161.8;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:30:42;F_VG002;84.9;2.53;161.9;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-10:30:56;F_VG002;84.8;2.45;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:31:10;F_VG002;85.0;2.44;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-10:31:24;F_VG002;85.6;2.6;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:31:38;F_VG002;84.4;2.43;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:31:52;F_VG002;85.0;2.47;161.9;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-10:32:06;F_VG002;84.7;2.56;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:32:20;F_VG002;85.0;2.53;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:32:34;F_VG002;85.5;2.5;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:32:48;F_VG002;85.0;2.5;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:33:02;F_VG002;85.2;2.48;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:33:16;F_VG002;84.6;2.53;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:33:30;F_VG002;85.4;2.52;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:33:44;F_VG002;84.4;2.49;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:33:58;F_VG002;84.9;2.45;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:34:12;F_VG002;85.1;2.5;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-10:34:26;F_VG002;85.2;2.4;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:34:40;F_VG002;85.3;2.48;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:34:54;F_VG002;85.0;2.49;162.0;34.2;50.0;24.9;5.0;Aktiv;
11.11.2024-10:35:08;F_VG002;85.4;2.44;162.1;33.9;50.0;25.2;5.0;Aktiv;
11.11.2024-10:35:22;F_VG002;84.7;2.5;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:35:36;F_VG002;84.6;2.45;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:35:50;F_VG002;85.4;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:36:04;F_VG002;84.5;2.4;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-10:36:18;F_VG002;85.2;2.41;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:36:32;F_VG002;84.9;2.53;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:36:46;F_VG002;85.7;2.57;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:37:00;F_VG002;84.7;2.56;162.1;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-10:37:14;F_VG002;85.4;2.53;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:37:28;F_VG002;84.7;2.48;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:37:42;F_VG002;84.8;2.5;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-10:37:56;F_VG002;85.0;2.48;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:38:10;F_VG002;85.0;2.54;161.8;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:38:24;F_VG002;85.2;2.46;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:38:38;F_VG002;85.0;2.49;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-10:38:52;F_VG002;85.6;2.49;162.1;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-10:39:06;F_VG002;84.9;2.56;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:39:20;F_VG002;84.7;2.49;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:39:34;F_VG002;85.0;2.59;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-10:39:48;F_VG002;85.0;2.47;162.0;33.9;50.1;24.9;5.0;Aktiv;
11.11.2024-10:40:02;F_VG002;85.3;2.53;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:40:16;F_VG002;85.0;2.51;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:40:30;F_VG002;85.1;2.53;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:40:44;F_VG002;85.0;2.48;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:40:58;F_VG002;84.9;2.42;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:41:12;F_VG002;85.3;2.47;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-10:41:26;F_VG002;84.8;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:41:40;F_VG002;85.7;2.5;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-10:41:54;F_VG002;85.3;2.54;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:42:08;F_VG002;85.3;2.51;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-10:42:22;F_VG002;84.9;2.47;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:42:36;F_VG002;84.9;2.45;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:42:50;F_VG002;84.5;2.49;161.9;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-10:43:04;F_VG002;85.0;2.58;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-10:43:18;F_VG002;85.3;2.47;161.8;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:43:32;F_VG002;85.2;2.47;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:43:46;F_VG002;84.7;2.42;162.0;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-10:44:00;F_VG002;85.0;2.48;161.9;34.1;49.9;24.9;5.0;Aktiv;
11.11.2024-10:44:14;F_VG002;84.9;2.53;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:44:28;F_VG002;85.2;2.54;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:44:42;F_VG002;84.9;2.49;162.2;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:44:56;F_VG002;85.2;2.54;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:45:10;F_VG002;84.9;2.44;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:45:24;F_VG002;84.8;2.47;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:45:38;F_VG002;85.1;2.49;162.1;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-10:45:52;F_VG002;85.1;2.49;162.0;33.8;50.0;25.1;5.0;Aktiv;
11.11.2024-10:46:06;F_VG002;84.6;2.48;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-10:46:20;F_VG002;85.6;2.55;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:46:34;F_VG002;85.0;2.42;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:46:48;F_VG002;85.1;2.46;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:47:02;F_VG002;85.6;2.41;162.2;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-10:47:16;F_VG002;85.1;2.42;161.8;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-10:47:30;F_VG002;86.1;2.49;162.1;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-10:47:44;F_VG002;85.3;2.49;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:47:58;F_VG002;85.3;2.5;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:48:12;F_VG002;85.0;2.51;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-10:48:26;F_VG002;84.8;2.45;161.9;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-10:48:40;F_VG002;85.4;2.52;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-10:48:54;F_VG002;84.8;2.54;162.1;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-10:49:08;F_VG002;85.1;2.45;162.1;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-10:49:22;F_VG002;85.0;2.44;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:49:36;F_VG002;85.1;2.49;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:49:50;F_VG002;85.4;2.49;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-10:50:04;F_VG002;85.1;2.49;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:50:18;F_VG002;85.0;2.45;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-10:50:32;F_VG002;85.5;2.5;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:50:46;F_VG002;84.9;2.57;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:51:00;F_VG002;84.9;2.45;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:51:14;F_VG002;84.6;2.5;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:51:28;F_VG002;85.4;2.45;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-10:51:42;F_VG002;85.1;2.51;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-10:51:56;F_VG002;85.1;2.56;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:52:10;F_VG002;85.1;2.47;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:52:24;F_VG002;85.2;2.48;162.0;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-10:52:38;F_VG002;84.7;2.5;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:52:52;F_VG002;85.0;2.45;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:53:06;F_VG002;85.0;2.55;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-10:53:20;F_VG002;84.6;2.49;161.9;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-10:53:34;F_VG002;84.9;2.48;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:53:48;F_VG002;84.7;2.6;162.0;34.1;50.1;24.9;5.0;Aktiv;
11.11.2024-10:54:02;F_VG002;85.2;2.53;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-10:54:16;F_VG002;84.7;2.48;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:54:30;F_VG002;85.3;2.4;162.1;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-10:54:44;F_VG002;84.9;2.43;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-10:54:58;F_VG002;84.4;2.44;162.0;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-10:55:12;F_VG002;84.9;2.51;162.1;34.0;49.9;24.8;5.0;Aktiv;
11.11.2024-10:55:26;F_VG002;85.4;2.49;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-10:55:40;F_VG002;84.7;2.5;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-10:55:54;F_VG002;85.0;2.59;162.1;34.1;50.1;24.9;5.0;Aktiv;
11.11.2024-10:56:08;F_VG002;85.7;2.58;161.9;34.0;50.0;24.8;5.0;Aktiv;
11.11.2024-10:56:22;F_VG002;84.5;2.47;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-10:56:36;F_VG002;84.3;2.44;162.0;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-10:56:50;F_VG002;85.0;2.49;161.9;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-10:57:04;F_VG002;84.8;2.51;161.9;34.0;50.0;25.0;5.0;Aktiv;
